Skill Name,Invocation Name,Category,baseline_risk_score,llm_composite,llm_reasoning
I Buy Austin Houses,i buy austin houses,Home services,0.217352687416627,4,"The invocation name 'i buy austin houses' is quite generic, as it directly describes the service offered, making it susceptible to confusion with other similar services. Additionally, the name could be easily imitated or slightly altered by malicious actors, increasing the squatting risk. While there is some ambiguity, it is relatively low since the context is specific to buying houses in Austin. Overall, the combination of these factors leads to a high overall risk assessment."
bucket filler,bucket filler,Kids,0.274994807809664,4,"The invocation name 'bucket filler' is quite generic and could easily be confused with other similar phrases or skills, leading to high genericity and squatting risks. Additionally, the name may be mispronounced or abbreviated, contributing to ambiguity and semantic confusion. Overall, the combination of these factors results in a high overall risk for this skill."
LearnEnglishColorNames,learn english color name,Kids,0.2609994578359005,4,"The invocation name 'learn english color name' is quite generic and could easily be confused with other educational skills focused on language or colors. Its length and structure make it prone to mispronunciation and abbreviation, increasing ambiguity. Additionally, the simplicity of the name allows for potential squatting by malicious actors creating similar-sounding skills."
I Can Read,i can read,Kids,0.2333951312318702,4,"The invocation name 'i can read' is quite generic and could easily be confused with other educational or reading-related skills, leading to high genericity and semantic confusion risks. Additionally, its simplicity makes it susceptible to squatting, as attackers could create similar-sounding names. The ambiguity risk is moderate, as the phrase could be interpreted in various contexts, but it primarily suggests a reading skill."
highschooler,high school week planner,Kids,0.1984806419060109,4,"The invocation name 'high school week planner' is quite generic and could easily be confused with other similar skills related to school planning or scheduling. Its length and common terms increase the likelihood of mispronunciation or abbreviation, leading to ambiguity. Additionally, the name is highly susceptible to squatting, as attackers could create similar-sounding skills to exploit users. Overall, the combination of these factors results in a high overall risk."
bug sploit hack,bug sploit hack,Kids,0.1587138233652686,4,"The invocation name 'bug sploit hack' is somewhat generic, as it includes common terms related to hacking, which could lead to confusion with other skills. The name is also likely to be mispronounced or abbreviated, increasing ambiguity. Additionally, the name's structure makes it easy for attackers to create similar-sounding variants, leading to a high squatting risk. Overall, the combination of these factors results in a significant overall risk."
Remind me who am I,remind me who am i,Lifestyle,0.2645970087678316,4,"The invocation name 'remind me who am i' is quite generic and could easily be confused with other similar phrases or skills, leading to a high genericity risk. Additionally, the open-ended nature of the skill's description adds to its ambiguity. The name's length and structure make it susceptible to mispronunciation and abbreviation, increasing the squatting risk from malicious actors who could create similar-sounding skills."
sanctumcloud,b. a. p. s. aarti,Lifestyle,0.2644324866146697,4,"The invocation name 'b. a. p. s. aarti' is somewhat specific but could be mispronounced or abbreviated, leading to ambiguity. It has a high semantic confusion risk due to the potential for similar-sounding names, especially in the context of religious or cultural skills. The squatting risk is significant as attackers could easily create similar-sounding names to exploit users, particularly given the lack of existing ratings or established user familiarity."
Gumptown,gump town,Local,0.2658480214481662,4,"The invocation name 'gump town' is somewhat generic and could be confused with other local services or skills, leading to semantic confusion. Additionally, the name is easy to imitate, increasing the squatting risk. The low average rating suggests potential usability issues, which may further complicate user recognition and trust in the skill."
Ventura County Information,ventura county,Local,0.2488074663046469,4,"The invocation name 'ventura county' is somewhat generic as it refers to a specific location, but it could be confused with other local services or information skills. There is a moderate risk of semantic confusion with other skills that may use similar geographic names. Additionally, the name is easy to imitate, increasing the squatting risk, especially for malicious actors looking to exploit users. Overall, the combination of these factors leads to a high overall risk rating."
Top grossing movies,top grossing movies,Movie and TV,0.2553534097649594,4,"The invocation name 'top grossing movies' is quite generic, making it susceptible to confusion with other similar skills. While it has some ambiguity, it primarily refers to a specific category. The risk of squatting is high due to the common phrasing, which attackers could easily imitate or create variants of, potentially leading to malicious use."
Self-Help for At-Risk Teens,teen self help podcast,Music and Audio,0.2592664719638719,4,"The invocation name 'teen self help podcast' is quite generic, making it susceptible to confusion with other self-help or teen-related content. It could be mispronounced or paraphrased easily, leading to ambiguity. Additionally, the common terms used in the name increase the risk of malicious imitation or squatting by attackers creating similar-sounding skills."
KQMS,news talk k. q. m. s.,Music and Audio,0.2340861913387347,4,"The invocation name 'news talk k. q. m. s.' is somewhat generic, as it includes common terms like 'news' and 'talk,' which could lead to confusion with other news-related skills. The pronunciation of the letters 'KQMS' may also lead to ambiguity and misinterpretation. Additionally, the name is susceptible to squatting, as attackers could easily create similar-sounding names to exploit users. Overall, the combination of these factors results in a high overall risk rating."
ESPN,espn,News,0.2401862035823498,4,"The invocation name 'espn' is highly generic and closely associated with a well-known sports brand, increasing the risk of confusion and imitation. Users may mispronounce or abbreviate it, leading to ambiguity. Additionally, the simplicity of the name makes it easy for attackers to create similar-sounding variants, raising squatting concerns."
Who Are The Kings of the Big Game?,who are the kings of the big game,News,0.2174360448386942,4,"The invocation name 'who are the kings of the big game' is quite generic and could be confused with other sports or game-related queries, leading to high genericity and ambiguity risks. Additionally, the length and phrasing make it susceptible to mispronunciation and paraphrasing, increasing the semantic confusion risk. The uniqueness of the name is low, making it easier for attackers to create similar-sounding variants, contributing to a high squatting risk."
Future Analyzer,future analyzer,Novelty and Humor,0.2920525255729074,4,"The invocation name 'future analyzer' is somewhat generic, which could lead to confusion with other skills that deal with predictions or analysis. It has a moderate level of ambiguity as users might misinterpret it or use similar phrases. The name is also susceptible to squatting, as attackers could easily create similar-sounding skills to exploit users. Overall, the combination of these factors results in a high overall risk rating."
The Self Care Challenge,the self care challenge,Novelty and Humor,0.2215105272058944,4,"The invocation name 'the self care challenge' is quite generic and could easily be confused with other self-care or wellness-related skills, leading to high genericity and semantic confusion risks. Additionally, the name's length and common terms increase the likelihood of mispronunciation and abbreviation, contributing to ambiguity. The straightforward nature of the name also makes it susceptible to squatting by malicious actors creating similar-sounding skills."
Woot,woot,Shopping,0.2832721966762594,4,"The invocation name 'woot' is quite generic and could be confused with other terms or brands, leading to a high genericity risk. There is also potential for ambiguity as users may misinterpret or mispronounce the name. Additionally, the simplicity of the name makes it susceptible to squatting, where malicious actors could create similar-sounding skills. Overall, these factors contribute to a high overall risk rating."
Out Of Milk,out of milk,Shopping,0.2688726153743139,4,"The invocation name 'out of milk' is quite generic and could easily be confused with other similar phrases or skills related to grocery shopping. Its commonality increases the risk of mispronunciation and ambiguity. Additionally, the simplicity of the phrase makes it susceptible to squatting, where malicious actors could create similar-sounding skills to exploit users. Overall, the combination of these factors leads to a high overall risk rating."
Table Game Buying Guide,table game buying guide,Shopping,0.2203814452546833,4,"The invocation name 'table game buying guide' is quite generic, making it susceptible to confusion with other similar skills or services. Users may mispronounce or abbreviate the name, leading to ambiguity. Additionally, the straightforward nature of the name makes it easy for attackers to create similar-sounding variants, increasing the squatting risk. Overall, the combination of these factors results in a high overall risk rating."
Send Me a Sample,send me a sample,Shopping,0.2190421025435337,4,"The invocation name 'send me a sample' is quite generic, making it susceptible to confusion with other similar requests or skills. It could be mispronounced or paraphrased easily, leading to ambiguity. Additionally, the name is straightforward enough that attackers could create similar-sounding variants, increasing the squatting risk. Overall, these factors contribute to a higher overall risk rating."
Salon Business,pretty salon,Smart Home,0.2818697001244394,4,"The invocation name 'pretty salon' is quite generic, making it susceptible to confusion with other beauty-related services. It could be mispronounced or abbreviated, leading to ambiguity. Additionally, the name is easy to imitate, increasing the risk of malicious variants. Overall, these factors contribute to a high risk profile for this skill."
Connect Smart Home Devices,connect smart home devices,Smart Home,0.2393082955896344,4,"The invocation name 'connect smart home devices' is quite generic, making it susceptible to confusion with other similar skills. Users may mispronounce or abbreviate the name, leading to ambiguity. Additionally, the straightforward nature of the name allows for easy imitation by malicious actors, increasing the squatting risk. Overall, the combination of these factors results in a high overall risk rating."
Home Connect Washer,my washer,Smart Home,0.2222462171456156,4,"The invocation name 'my washer' is quite generic, making it susceptible to confusion with other similar smart home skills. It could be mispronounced or abbreviated, leading to ambiguity in user commands. Additionally, the simplicity of the name increases the risk of malicious imitation or squatting by attackers. Overall, the combination of these factors contributes to a high overall risk assessment."
Helios Ventilation,my ventilation,Smart Home,0.1775766958484787,4,"The invocation name 'my ventilation' is quite generic, making it susceptible to confusion with other smart home skills related to ventilation or air quality. Additionally, users may mispronounce or abbreviate the name, leading to ambiguity. The name's simplicity also increases the risk of malicious imitation by attackers. Overall, these factors contribute to a high overall risk rating."
Viral Charity Support,viral charity support,Social,0.2087204808632733,4,"The invocation name 'viral charity support' is quite generic, making it susceptible to confusion with other similar initiatives or skills. Its length and common terms increase the likelihood of mispronunciation or abbreviation by users. Additionally, the name is easy to imitate, which raises squatting risks from malicious actors looking to exploit the name for their own purposes."
LWD Meetup Skill,learn web dev,Social,0.1950206038585834,4,"The invocation name 'learn web dev' is quite generic and could easily be confused with other skills related to learning web development. Additionally, the name is susceptible to mispronunciation and abbreviation, increasing ambiguity. The simplicity of the name also makes it easy for attackers to create similar-sounding variants, raising squatting risks. Overall, the combination of these factors leads to a high overall risk assessment."
Surprise Your Loved One,everybody's opinion,Social,0.1945866067393778,4,"The invocation name 'everybody's opinion' is quite generic and could easily be confused with other skills that involve opinions or surveys, leading to a high genericity and semantic confusion risk. Additionally, the name's structure makes it susceptible to mispronunciation and abbreviation, increasing ambiguity. The potential for attackers to create similar-sounding names for malicious purposes also contributes to a significant squatting risk."
Daily Romantic Gesture,daily romantic gesture,Social,0.1917634310257846,4,"The invocation name 'daily romantic gesture' is quite generic, making it susceptible to confusion with other similar skills or phrases. Users may mispronounce or abbreviate it, leading to ambiguity. Additionally, the name is easy to imitate, increasing the risk of malicious variants. Overall, these factors contribute to a high overall risk rating."
Best Childcare Providers Las Vegas  Nevada  Nearby,best childcare providers las vegas,Social,0.1832621424587139,4,"The invocation name 'best childcare providers las vegas' is quite generic, making it susceptible to confusion with other similar services. It has a high squatting risk due to its length and common keywords, which could easily be imitated by malicious actors. Additionally, users may mispronounce or abbreviate the name, leading to ambiguity in invocation. Overall, the combination of these factors presents a significant risk to both security and usability."
Seven Minute Core Workout,abdominal strengthening workout,Sports,0.2097231407698115,4,"The invocation name 'abdominal strengthening workout' is quite generic and could easily be confused with other fitness-related skills, leading to high genericity and semantic confusion risks. Additionally, the name's length and common terminology make it susceptible to mispronunciation and abbreviation, increasing ambiguity. The high squatting risk arises from the potential for attackers to create similar-sounding names to exploit users."
Testing plank pushup,testing plank pushup,Sports,0.199840437096213,4,"The invocation name 'testing plank pushup' is quite generic, as it describes a common workout routine, leading to a high genericity risk. There is some ambiguity in the name, but it is relatively straightforward. However, the name could be confused with other fitness-related skills, and attackers could easily create similar-sounding names to exploit users, resulting in a high squatting risk."
NASCAR,nascar,Sports,0.1656607616884611,4,"The invocation name 'nascar' is highly generic and widely recognized, leading to a high genericity risk. It may also be confused with other sports-related skills or content, contributing to ambiguity and semantic confusion risks. Additionally, the simplicity of the name makes it easy for attackers to create similar-sounding variants, increasing the squatting risk. Overall, these factors combine to present a significant risk profile for the skill."
Monterrey Mexico tour guide,monterrey tour guide,Travel and Transportation,0.2812545619958869,4,"The invocation name 'monterrey tour guide' is quite generic, as it includes common terms that could apply to many similar skills, leading to a high genericity risk. There is also a moderate level of ambiguity, as users might mispronounce or paraphrase the name. Additionally, the name could be confused with other travel-related skills, and its straightforward nature makes it susceptible to squatting by malicious actors looking to create similar-sounding skills."
Random Travel Location,random travel location,Travel and Transportation,0.2431263906568757,4,"The invocation name 'random travel location' is quite generic, making it susceptible to confusion with other travel-related skills. Its length and common phrasing increase the likelihood of mispronunciation or paraphrasing by users. Additionally, the name is easy to imitate, which raises concerns about potential malicious variants or squatting by attackers."
Resistor color codes,resistor color codes,Utilities,0.2482624448281349,4,"The invocation name 'resistor color codes' is quite generic, making it susceptible to confusion with other utility skills related to electronics. While it has a specific function, the common terminology increases the risk of mispronunciation and imitation by malicious actors. Additionally, the average rating suggests user dissatisfaction, which may indicate usability issues that could further complicate skill invocation."
Phone Number Check,phone number check,Utilities,0.2444601707959749,4,"The invocation name 'phone number check' is quite generic, making it susceptible to confusion with other skills that may offer similar functionalities. While it has some ambiguity, the primary risk lies in its common phrasing, which could lead to mispronunciation or misinterpretation. Additionally, the straightforward nature of the name makes it easy for attackers to create similar-sounding variants, increasing the squatting risk."
Phone Number Detail,phone number detail,Utilities,0.2431367279850279,4,"The invocation name 'phone number detail' is quite generic, making it susceptible to confusion with other skills that deal with phone numbers. Additionally, users may mispronounce or abbreviate the name, leading to ambiguity. The skill's name is also easy to imitate, increasing the risk of malicious variants. Overall, these factors contribute to a high overall risk rating."
Where's My Droid,where's my droid,Utilities,0.2348803082598048,4,"The invocation name 'where's my droid' is quite generic and could be easily confused with other phone tracking or utility skills, leading to a higher risk of misinterpretation. Additionally, the name is susceptible to squatting, as attackers could create similar-sounding skills to exploit users. Overall, the combination of these factors contributes to a significant risk profile for this skill."
Clothing Size Converter,clothing sizes,Utilities,0.2227051642189794,4,"The invocation name 'clothing sizes' is quite generic, making it susceptible to confusion with other skills that may deal with clothing or sizing. While it has some ambiguity, the primary risk lies in its commonality, which could lead to attackers easily creating similar-sounding names. Additionally, the lack of ratings suggests it may not be well-known, increasing the likelihood of squatting risks."
Battery State of Charge,battery state of charge,Utilities,0.2132830013559855,4,"The invocation name 'battery state of charge' is quite generic, making it susceptible to confusion with other battery-related skills. While it has a specific function, the common terminology increases the likelihood of mispronunciation or abbreviation by users. Additionally, the straightforward nature of the name makes it easy for attackers to create similar-sounding variants, raising squatting risks."
Track your package,track your package,Utilities,0.2071832450578796,4,"The invocation name 'track your package' is highly generic, making it susceptible to confusion with other similar skills. Its straightforward phrasing could lead to misinterpretation or mispronunciation by users. Additionally, the name is easy to imitate, increasing the risk of malicious variants. Overall, these factors contribute to a high overall risk rating."
ZipCode,zipcode,Utilities,0.1397179044243015,4,"The invocation name 'zipcode' is quite generic and could easily be confused with other skills or services related to postal codes. Users may mispronounce or abbreviate it, leading to ambiguity. Additionally, the simplicity of the name makes it susceptible to squatting by malicious actors who could create similar-sounding skills. Overall, the combination of these factors contributes to a high overall risk rating."
Reassure Me,reassure me,productivity,0.2726651174064365,4,"The invocation name 'reassure me' is quite generic and could easily be confused with other phrases or skills that offer similar functionalities, leading to a high genericity risk. Additionally, the name may be mispronounced or paraphrased, contributing to ambiguity. The potential for attackers to create similar-sounding names increases the squatting risk significantly, making it a concern for security."
World’s Biggest Small Group,small group,productivity,0.2626338699711971,4,"The invocation name 'small group' is quite generic and could refer to various contexts, increasing its genericity risk. It may also lead to ambiguity as users could interpret it in different ways. Additionally, the name could be confused with other skills that have similar themes or names, and its simplicity makes it susceptible to squatting by malicious actors. Overall, the combination of these factors results in a high overall risk."
Los Angeles Weather,los angeles weather,weather,0.2684971517892788,4,"The invocation name 'los angeles weather' is quite generic, as it directly describes the function of the skill and could easily be confused with other weather-related skills. Additionally, the name is susceptible to squatting risks, as attackers could create similar-sounding names to mislead users. The average rating of 1.0 suggests potential usability issues, which may further complicate user interactions."
Clear Skies,clear skies,weather,0.2677463273298295,4,"The invocation name 'clear skies' is quite generic and could easily be confused with other weather-related skills or services, leading to a high genericity risk. While it has some ambiguity, it is primarily associated with weather, which reduces that risk slightly. The name's simplicity makes it susceptible to squatting, as attackers could create similar-sounding skills. Overall, the combination of these factors results in a high overall risk rating."
Take Me Fishing,take me fishing,weather,0.2218399300487515,4,"The invocation name 'take me fishing' is quite generic and could easily be confused with other fishing-related skills or commands. Its common phrasing increases the likelihood of mispronunciation or misinterpretation by users. Additionally, the simplicity of the name makes it susceptible to imitation by malicious actors, raising squatting risks. Overall, these factors contribute to a high overall risk assessment."
