Skill Name,Invocation Name,Category,baseline_risk_score,llm_composite,llm_reasoning
97.3 The Kangaroo,ninety seven three the kangaroo,Music and Audio,0.2477655219192321,3,"The invocation name is highly distinctive and unique, making it difficult to confuse with other skills. However, the use of numbers (97.3) may lead to minor ambiguity if users mispronounce or abbreviate the name. The semantic meaning is clear, but there is a moderate risk of confusion due to the similarity in sound to other radio station names. Squatting potential is low due to the uniqueness of the name and the fact that it's not a common phrase. Overall, while there are some risks present, they are manageable and do not pose a severe threat."
PHFM,pirates heaven radio,Music and Audio,0.240903828698314,3,"The invocation name 'pirates heaven radio' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills due to its specificity, there is a moderate risk of semantic confusion if users mispronounce or paraphrase the name. The squatting potential is low due to the uniqueness of the phrase, but still present. Overall, this skill has a moderate risk profile."
DevICT,doo dah dev,Local,0.2642405284976226,3,"The invocation name 'doo dah dev' is mostly distinctive, but the use of a common phrase ('doo dah') and the inclusion of 'dev' may lead to some confusion. The ambiguity risk is low because the meaning is clear from the skill description. However, there is moderate semantic confusion potential due to the use of a common phrase. Squatting risk is low because it's not an extremely common or broad everyday phrase. Overall, the risk is moderate due to the potential for semantic confusion."
Gumptown,gump town,Local,0.2658480214481662,3,"The invocation name 'gump town' is mostly distinctive, but the phrase 'what's going on' could be confused with other skills or phrases. The risk of squatting is moderate due to the simplicity and familiarity of the phrase. Overall, while there are some risks, they are not severe enough to warrant a high overall risk score."
Unofficial Peaky Blinders,pokey blinders,Movie and TV,0.220178917548739,3,"The invocation name 'pokey blinders' is mostly distinctive, but the word 'blind' could be confused with other skills. The risk of semantic confusion is moderate due to the similarity in sound and meaning. Squatting potential is low because the name is not extremely common or broad. Overall, the risk is moderate due to the moderate semantic confusion potential."
Ecovacs Deebot,deebot,Smart Home,0.2368501254678165,3,"The invocation name 'deebot' is mostly distinctive, but not extremely unique. There may be minor ambiguity in how users pronounce the name, and moderate semantic confusion potential with other skills that have similar names or functionality. The squatting risk is high due to the simplicity of the name and its potential for malicious variants. Overall, while there are some risks, they are manageable and do not pose a severe threat."
Alarm.com,alarm dot com,Smart Home,0.2829588969836197,3,"The invocation name 'alarm dot com' is mostly distinctive, but the use of a common internet domain (dot com) makes it somewhat generic. The ambiguity risk is moderate due to the possibility of users mispronouncing or paraphrasing the name. Semantic confusion risk is moderate because the name could be confused with other smart home skills or even general alarm-related skills. Squatting risk is low because the name is not extremely common and requires a specific context (Alarm.com) to be exploited. Overall, the risk is moderate due to the potential for users to mispronounce or paraphrase the name."
Salon Business,pretty salon,Smart Home,0.2818697001244394,3,"The invocation name 'pretty salon' is mostly distinctive, but the word 'salon' might be confused with other skills or services. The phrase is not extremely generic, but it's not highly unique either. Squatting potential is moderate due to the presence of common words like 'pretty' and 'salon'. Overall risk is moderate because while the invocation name is not extremely vulnerable, it still has some potential for confusion and squatting."
ADT at Your Service,a. d. t. at your service,Shopping,0.2183016087565827,3,"The invocation name 'a. d. t. at your service' is mostly distinctive, making it less likely to be confused with other skills. However, the semantic confusion risk is moderate due to the phrase's similarity to a common greeting or customer service phrase. The squatting risk is low because the unique combination of letters and words makes it difficult for an attacker to create a malicious variant that sounds similar."
Two and A Possible,two possible studios,Communication,0.1911811365308345,3,"The invocation name 'two possible studios' is mostly distinctive, but the phrase 'possible studios' could be misinterpreted or abbreviated by users. The ambiguity risk is moderate due to the potential for minor misunderstandings. Semantic confusion risk is moderate as the name could be confused with other skills that have similar names or themes. Squatting risk is low as it would require a malicious actor to create an invocation name that is very similar, but not identical, to 'two possible studios'. Overall risk is moderate due to the potential for minor misunderstandings and semantic confusion."
Speak Clearly Warmups,speak clearly warmups,Communication,0.1460305823140805,3,"The invocation name 'speak clearly warmups' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills due to its specific topic and phrase structure, there is a moderate risk of semantic confusion if users mispronounce or paraphrase the name. The squatting risk is low because an attacker would need to create a similar-sounding skill with a similar topic, which might not be easily exploitable."
Lebowski Facts,big lebowski facts,Education & Reference,0.2535581089684173,3,"The invocation name 'big lebowski facts' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills due to its specificity, there is a moderate risk of semantic confusion if users mispronounce or paraphrase the name. The squatting risk is low because it's difficult to imitate or exploit this specific phrase. Overall, the risk is moderate due to the potential for semantic confusion."
Penalty Shootout,penalty shootout,Game and Trivia,0.2353924098709877,3,"The invocation name 'penalty shootout' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills due to its specificity, there is a moderate risk of semantic confusion if users mispronounce or paraphrase the name. The squatting risk is low as it would require significant effort to create a malicious variant that sounds similar. Overall, the risk is moderate due to the potential for semantic confusion."
flushing tour,flushing tour,Food and Drink,0.2347727735121156,3,"The skill name 'flushing tour' is highly distinctive and unique, making it difficult to confuse with other skills. However, the phrase 'flushing tour' could be mispronounced or paraphrased by users, leading to minor ambiguity. The semantic confusion risk is moderate due to the possibility of users confusing this skill with a different skill that has a similar name. Squatting risk is low because it's not an extremely common phrase and would require some effort to create a malicious variant. Overall, while there are some risks present, they are manageable and do not pose a severe threat."
My Weight Loss Coach,my weight loss coach,Health and Fitness,0.2359696832175896,3,"The invocation name 'my weight loss coach' is mostly distinctive, but not extremely unique. There may be some minor ambiguity in the meaning of 'coach', but it's clear that this skill is related to health and fitness. The risk of semantic confusion with other skills is moderate due to the commonality of phrases like 'weight loss' or 'fitness'. Squatting potential is low, as an attacker would need to create a similar-sounding name that also references weight loss and coaching. Overall, while there are some risks present, they are not severe enough to warrant a high overall risk score."
Amex,amex,Business & Finance,0.2754635117629394,3,"The invocation name 'amex' is moderately generic, as it's a well-known brand. However, the ambiguity risk is low because the context of the skill (American Express) helps disambiguate the meaning. The semantic confusion risk is moderate due to the possibility of users mispronouncing or paraphrasing the name. Squatting risk is also moderate, as an attacker could create a similar-sounding invocation name. Overall, while there are some risks, they are not severe enough to warrant a high overall risk score."
Basildon Hindu Samaj,hindu samaj,Communication,0.2869431554935726,3,"The invocation name 'hindu samaj' is mostly distinctive, but the word 'samaj' means 'community' or 'association', which could lead to minor ambiguity. The phrase is not extremely generic, but it's not a highly unique term either. There is moderate semantic confusion potential due to the commonality of the word 'samaj'. Squatting risk is low because the name is not easily imitable with malicious variants. Overall, the risk is moderate due to the balance between distinctiveness and ambiguity."
Voice Pages of Buy Sell Homes,voice pages of buy sale homes,Business & Finance,0.198121699874061,3,"The invocation name is moderately generic, as it uses common words like 'voice pages' and 'buy sale homes'. There is some minor ambiguity due to the use of 'of' instead of 'for', but overall the meaning is still clear. The risk of semantic confusion is moderate, as users may mispronounce or paraphrase the name. Squatting potential is also moderate, as an attacker could create a similar-sounding invocation name. Overall, the risk is moderate due to these factors."
Scarefest Radio,scarefest radio,Communication,0.2557996276826233,3,"The invocation name 'scarefest radio' is mostly distinctive, but the word 'radio' makes it somewhat common. There's a moderate risk of semantic confusion with other skills that have similar names or themes. The squatting risk is low because the name is not extremely generic or broad. Overall, the risk is moderate due to the potential for semantic confusion."
I Buy Austin Houses,i buy austin houses,Home services,0.217352687416627,3,"The invocation name is highly distinctive and unique, making it difficult to confuse with other skills. However, the phrase 'I buy' could be misinterpreted or abbreviated by users, leading to minor ambiguity. The semantic confusion risk is moderate due to the specificity of the location ('Austin') but the potential for users to mispronounce or paraphrase the name. Squatting risk is low as it would require a malicious actor to create an invocation name that is very similar to this one. Overall, while there are some risks present, they are not severe enough to warrant a high overall risk score."
French Sunset Guest,french sunset guest,productivity,0.208493975770844,3,"The invocation name 'french sunset guest' is mostly distinctive, making it less likely to be confused with other skills. However, the phrase 'French Sunset' could potentially be misinterpreted or abbreviated by users, leading to some semantic confusion risk. The squatting risk is moderate due to the potential for attackers to create similar-sounding invocation names. Overall, while there are some risks present, they are not severe enough to warrant a high overall risk score."
EndorseUP: Motivational Positive Affirmations,endorse up affirmation,productivity,0.2107617179546628,3,"The invocation name 'endorse up affirmation' is moderately generic, as it uses common words like 'endorse' and 'affirmation'. There is some minor ambiguity in the phrase, as it could be interpreted as a request for self-endorsement or an endorsement from others. The risk of semantic confusion is moderate, as users may misinterpret the skill's purpose. Squatting potential is high due to the simplicity and familiarity of the words used. Overall, the risk is moderate due to the combination of these factors."
Where's My Droid,where's my droid,Utilities,0.2348803082598048,3,"The invocation name 'where's my droid' is mostly distinctive, making it less likely to be misinterpreted. However, the phrase is somewhat common and could potentially cause confusion with other skills that have similar names or themes. The risk of squatting is moderate due to the simplicity of the name. Overall, while there are some risks present, they are not severe enough to warrant a high overall risk score."
Love Your Body Affirmations,love your body affirmations,Sports,0.2380728570359702,3,"The invocation name is highly distinctive and unique, making it difficult to confuse with other skills. However, the phrase 'love your body' may be ambiguous for some users, potentially leading to minor confusion. The risk of squatting is moderate due to the potential for malicious variants that could exploit the skill's category (Sports). Overall, while there are some risks present, they are not severe enough to warrant a high overall risk score."
iRobot Home,roomba,Smart Home,0.1779001960660244,3,"The invocation name 'roomba' is mostly distinctive, but not extremely unique. There may be minor ambiguity in how users pronounce the name. The semantic meaning of the skill is somewhat specific to cleaning robots, which reduces confusion potential with other skills. Squatting risk is moderate due to the simplicity and familiarity of the name. Overall, the risk is moderate due to a balance between distinctiveness, ambiguity, and squatting potential."
Monterrey Mexico tour guide,monterrey tour guide,Travel and Transportation,0.2812545619958869,3,"The invocation name 'monterrey tour guide' is mostly distinctive, but not extremely unique. There may be some minor ambiguity in the meaning of 'tour guide', but it's clear that this skill is related to travel and transportation. The risk of semantic confusion with other skills is moderate, as there are many skills in this category. Squatting potential is low due to the specificity of the location and topic. Overall, while there are some risks, they are not severe enough to warrant a high overall risk score."
London Underground Times,l. u. times,Local,0.2299722549762812,3,"The invocation name 'l. u. times' is mostly distinctive, but the use of abbreviations (e.g., 'l.' instead of 'London') and the commonality of the phrase 'times' in other contexts may lead to some confusion. The risk of semantic confusion is moderate due to the possibility of users mispronouncing or paraphrasing the name. Squatting potential is low, but not impossible, as an attacker could try to create a similar-sounding invocation name. Overall, the risk is moderate due to the combination of these factors."
Kegel Krunches,kegel crunches,Health and Fitness,0.1835686996539301,3,"The invocation name 'kegel crunches' is highly distinctive and unique, making it difficult to confuse with other skills. However, the phrase may be mispronounced or abbreviated by users, which could lead to minor ambiguity. The semantic meaning of the skill is also moderately susceptible to confusion with other health and fitness skills. While squatting potential is low due to the specificity of the topic, overall risk remains moderate due to the possibility of minor confusion."
Chaos Costa Mesa,chaos costa mesa,Home services,0.2274352904898041,3,"The invocation name 'chaos costa mesa' is highly distinctive and unique, making it difficult to confuse with other skills. However, the ambiguity risk is moderate due to the possibility of users mispronouncing or paraphrasing the name. The semantic confusion risk is moderate because a malicious skill could be created that sounds similar but has different functionality. Squatting risk is low because the name is not easily imitable. Overall, the risk is moderate due to the potential for minor ambiguity and semantic confusion."
bucket filler,bucket filler,Kids,0.274994807809664,3,"The invocation name 'bucket filler' is highly distinctive and unique, making it difficult to confuse with other skills. However, there is a slight risk of ambiguity due to the possibility of mispronunciation or paraphrasing. The semantic confusion risk is moderate because while the phrase is not commonly used in everyday conversation, it could be confused with similar-sounding phrases. Squatting potential is low because the name is not easily imitable or exploitable. Overall, the risk is moderate due to the moderate semantic confusion risk and squatting potential."
Maggie Caceres real estate,maggie caceres real estate,Home services,0.2211628704131472,3,"The invocation name is mostly distinctive, but the use of 'real estate' makes it somewhat common. There's minimal ambiguity in this phrase, and while it could be confused with other skills that mention real estate, it's not extremely easy to confuse. The squatting risk is moderate because an attacker could try to imitate this skill with a similar name. Overall, the risk is moderate due to the potential for confusion and squatting."
AADI GARG FACT ON INDIA,aadi garg fact on india,Game and Trivia,0.1956760186800311,3,"The invocation name is mostly distinctive, but the use of 'fact on' and 'india' makes it somewhat common. The ambiguity risk is low because the phrase has a clear meaning. However, there is moderate semantic confusion potential due to the generic terms used. Squatting risk is low because the name is not extremely easy to imitate or exploit. Overall, the risk is moderate due to the balance of these factors."
Kautilya Management,citadel f. m. kautilya management,Game and Trivia,0.2068499415192376,3,"The invocation name is mostly distinctive, but the use of 'citadel' and 'f. m.' may lead to minor confusion with other skills or phrases. The semantic meaning is clear, but there is a moderate risk of users mispronouncing or paraphrasing the name. Squatting potential is low due to the unique combination of words, but not impossible. Overall, the risk is moderate due to the potential for minor confusion and squatting."
Parks on the Air,parks on the air,Communication,0.198001931281699,2,"The invocation name 'parks on the air' is mostly distinctive, with a unique combination of words. There is only one clear meaning associated with this phrase, making ambiguity risk low. The semantic confusion risk is also low due to the specificity of the phrase. Squatting risk is very low as it's difficult to imitate or exploit this name. Overall, while not negligible, the risks are relatively low."
The Geek State,the geek state,Communication,0.2810815906687778,2,"The invocation name 'the geek state' is mostly distinctive, making it less likely to be confused with other skills. There is little ambiguity in the meaning of this phrase, and it's unlikely to be misinterpreted. While it's possible for an attacker to create a malicious variant, it would require significant effort to make it sound similar. Overall, while there are some risks present, they are relatively low."
City of Las Vegas Building Permits,go vegas building permits,Business & Finance,0.2216223205834095,2,"The invocation name 'go vegas building permits' is mostly distinctive, with a clear and specific meaning. While it's possible that users may mispronounce or abbreviate the name, there is little ambiguity in its meaning. The risk of semantic confusion is low, as this skill is unlikely to be confused with other skills. Squatting potential is also low, as it would require significant effort to create a malicious variant that sounds similar."
Ooma (Phone and Home Security),ooma,Communication,0.2301928680081069,2,"The invocation name 'ooma' is highly distinctive and unique, making it less likely to be confused with other skills. The name has a clear meaning and is not ambiguous. While it's possible that an attacker could create a malicious skill with a similar name, the squatting risk is low due to the uniqueness of the name. Overall, the risk is moderate due to the potential for minor confusion or misuse."
